hash,cadical_runtimes,cadical_elimfalse_runtimes,cadical_pripro_runtimes,cadical_stability_runtimes,candy_runtimes,glucose_chanseok_runtimes,glucose_runtimes,glucose_syrup_runtimes,glucose_var_decay099_runtimes,kissat_runtimes,kissat_sweep_runtimes,lingeling_runtimes,lstech_maple_runtimes,march_nh_runtimes,minisat__runtimes,relaxed__runtimes,slime_runtimes,yalsat_runtimes
0d7f17f04ed073a8ea39e72783186cdb,932.55,684.87,2884.39,timeout,1971.56,timeout,timeout,,1974.79,850.74,1467.73,2342.18,133.30,timeout,timeout,404.67,576.18,timeout
0ddfe6bd1580f216473821a617b5d970,2189.95,3312.48,1194.13,4236.99,timeout,timeout,timeout,timeout,timeout,872.44,1210.74,timeout,991.74,timeout,742.45,1784.11,timeout,timeout
0dff9a3bda0e890cc9d9d0af146c202e,517.05,1692.11,805.66,401.87,275.78,79.09,116.99,620.30,441.97,323.07,334.77,518.47,764.55,timeout,441.12,2477.09,timeout,timeout
0e00247fcf9825fcac604a487e60f2a4,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
0e1a40f65b2fa25ee94a687fa76d5443,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
0e3569069287af30c0a667b44980d91e,37.09,355.77,65.18,91.79,19.39,766.47,16.19,,timeout,122.18,64.63,141.07,765.65,timeout,13.99,360.27,1505.50,timeout
0eb004fe3f9fc958322e595f4c9445b5,timeout,timeout,timeout,timeout,timeout,timeout,timeout,,timeout,4327.66,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
0eb24d15f5f858aae0ab4cca22d44a22,562.01,195.09,592.17,571.87,377.71,3726.97,1537.04,,226.68,416.17,269.14,1426.67,326.68,timeout,timeout,1100.24,1261.05,timeout
0f46a676eab0d62b0b59356cb39e22ae,498.53,522.47,284.38,482.44,792.06,293.98,287.99,,228.98,443.77,393.38,486.87,434.67,timeout,timeout,425.38,428.57,timeout
0f4911e1180b80b45e9db7ec5e73eb66,2035.52,581.45,1906.88,3492.41,timeout,timeout,timeout,timeout,timeout,538.97,660.36,timeout,256.08,timeout,timeout,556.45,816.25,timeout
8c14087427850519932ea3547bb9dee0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
0faac22300e46c6e4a5b657fbb25a9f8,27.49,27.89,80.18,30.39,14.89,12.48,15.89,,20.29,53.19,53.48,67.18,36.89,timeout,24.09,384.37,436.17,timeout
0ff0fc8ef80d32742d38231869d5d244,timeout,3072.22,timeout,4222.11,timeout,4621.98,3027.43,,3016.05,1366.73,1897.80,3300.25,514.37,timeout,timeout,1063.16,686.58,timeout
68196c43df9e2b0c7d142e0bb40c0c9b,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,3049.71,timeout,timeout,timeout,timeout,1706.41,timeout,timeout
1023eab5d788f217413e46a889dd8303,5.29,15.29,19.99,4.69,226.68,0.99,2.59,,945.66,5.59,3.99,15.58,4.79,timeout,33.88,40.19,7.69,timeout
102ddb414ef5a0f8cf06f168df8f271a,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
1069eb58082b26a496e1da460834dbc5,1364.55,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2234.57,2750.91,timeout,529.37,timeout,timeout,3993.48,1643.72,timeout
1075d1f642644dd5bfde5fd2b14b03e0,1088.53,2147.33,1578.45,2354.99,2043.48,1426.20,1571.30,,3026.80,1686.22,968.82,2706.57,674.35,timeout,timeout,timeout,1471.71,timeout
1080c841e6f6a8756f3c3633da98c91d,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
10dbc0d9ab0fac07b34d6a6d4dce96a4,1292.88,1846.32,3006.10,3691.18,1291.34,1290.05,115.68,,260.38,471.96,205.98,129.97,184.86,timeout,624.95,153.99,182.50,timeout
10de69d438e451a1b7fcde512345af94,1355.66,620.96,1327.78,1200.21,610.54,913.53,534.36,411.57,2056.38,290.58,276.27,160.48,385.81,timeout,70.38,1969.81,2774.38,timeout
115149d39ce7d61aa9667dfa37ddd199,timeout,timeout,timeout,timeout,timeout,timeout,timeout,,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
11a57f4ce48a085659dd0f795d55ba12,1323.32,1416.14,967.36,1375.38,2767.85,2565.72,2294.52,,773.17,1080.23,859.15,857.12,1081.43,timeout,timeout,1373.53,1570.66,timeout
11e7267abcccd5adbaa97d5f273a8528,192.09,154.78,148.08,176.68,966.24,84.48,282.68,,timeout,38.38,38.48,187.59,182.98,timeout,89.08,83.28,timeout,timeout
11eb35e15cc12c52b20174da5b71f039,98.98,222.29,139.58,233.48,147.97,492.33,74.28,,30.28,78.29,86.08,18.09,41.49,timeout,71.18,66.48,57.19,timeout
11f7856b53db9263e48e81a61b0573fd,timeout,timeout,1213.32,timeout,timeout,1738.89,4702.91,,2619.01,837.36,2746.78,1448.84,1784.03,timeout,timeout,718.96,1069.36,timeout
1237c76a3c69e3b750a075d1623e982a,75.29,58.29,31.79,70.19,69.09,14.89,9.59,,14.69,19.51,21.49,6.79,15.79,timeout,20.48,19.18,19.69,timeout
124b725bc84e58ee0a8b72a028a75173,2586.92,1811.83,3596.44,2000.24,1697.01,3317.52,99.98,,951.96,189.28,529.06,152.79,188.98,timeout,timeout,186.68,211.06,timeout
1251e772a9d567ac596be639d77adcaf,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
1276172f3ac31878a87e1081e367c087,timeout,timeout,2961.02,timeout,3315.21,timeout,timeout,3843.71,timeout,1222.73,956.64,timeout,2257.19,timeout,timeout,timeout,timeout,timeout
127be3477f24c134be803bd877314594,277.60,1031.86,325.40,371.88,81.38,179.78,346.88,,1026.75,107.88,356.76,3060.08,244.98,timeout,457.54,324.38,154.37,timeout
12bb20e3ad925897977f85af71db7c94,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,255.79,1490.21,timeout,1.89,776.36,timeout,94.79,101.88,timeout
12d79233413fe38d99a604487d2c3515,82.78,506.96,1635.94,687.95,timeout,timeout,timeout,,timeout,164.18,82.78,timeout,0.89,201.99,timeout,354.09,0.00,0.10
12fc09b9f66357cf31bb1e4584e28c1a,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
13097a47eaa528d82614aee5eef1c3fb,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
1335a426491cf1826dde2e331e0c9af8,2521.11,3339.63,4960.34,923.14,timeout,timeout,timeout,1887.81,timeout,2911.73,1909.57,timeout,769.45,timeout,137.67,timeout,1576.92,timeout
135ee583d7609243c526c206cf2ffe1d,3.19,3.39,3.09,2.99,95.39,timeout,663.85,,65.08,2.69,2.79,2408.12,68.09,timeout,270.05,845.72,795.99,timeout
1364901fb87afe648b513e945ddeed91,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
136a9300177ff6b10dfa05dc2956db56,940.76,3084.85,4889.32,592.04,timeout,1166.53,4481.50,timeout,timeout,timeout,timeout,286.88,3011.90,timeout,timeout,1658.91,timeout,timeout
1372483aba9df422cc250ea3e0990135,timeout,timeout,4067.48,4607.61,timeout,timeout,timeout,timeout,timeout,4391.44,3362.73,timeout,timeout,timeout,timeout,timeout,timeout,timeout
1401185fe7e0a5f1139ff4755d65a089,388.38,324.18,264.57,365.10,2613.84,800.85,893.81,1597.11,2681.72,281.28,255.58,382.28,1234.84,timeout,timeout,964.56,1166.43,timeout
143768d911c0fe6f8ed65f156cf07976,timeout,2123.01,2706.06,2156.42,timeout,timeout,timeout,timeout,timeout,timeout,4792.59,timeout,879.55,timeout,timeout,timeout,timeout,timeout
1446548d272c0b28fb40225c50d743a5,625.92,492.18,58.49,2260.53,timeout,timeout,timeout,timeout,timeout,96.88,1376.73,timeout,580.24,timeout,timeout,463.48,583.57,timeout
14610073921a7b4e13638023ef34a9b3,2146.73,timeout,991.56,3656.28,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2620.91,timeout,timeout,4147.28,timeout,timeout
14820e3ac979a0da2efc8083ef3617a1,timeout,timeout,timeout,timeout,timeout,timeout,timeout,,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
14970e78625100605d22c9916dd0a476,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
14a7ed7542720db0c9f62bf682a59fce,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
14fe8521b98e0a61a45d7cb7aeb9cedd,2006.47,timeout,1832.34,2226.59,timeout,timeout,timeout,timeout,timeout,1046.73,311.38,timeout,324.28,timeout,timeout,timeout,2718.32,timeout
151e3f6c15130b20ab695722318e64b3,538.46,2312.79,500.76,574.56,452.57,592.55,220.78,,533.06,391.56,314.79,2351.12,302.48,timeout,308.88,386.87,277.18,timeout
15300be1a87777f0110722557a86bf7a,19.39,29.99,4.29,42.99,timeout,timeout,timeout,timeout,timeout,24.69,70.59,timeout,0.10,27.99,timeout,284.15,0.00,0.00
15aaff7c02567946595204809114971a,timeout,timeout,827.35,timeout,304.07,timeout,3152.63,11597.95,timeout,timeout,timeout,timeout,1773.41,timeout,timeout,timeout,4143.26,timeout
15fb62b54d71d30e952dda0010bfcff7,1498.24,1122.55,299.59,1243.12,381.47,148.88,374.88,,1255.84,401.95,66.28,2080.70,206.28,timeout,261.78,327.08,293.65,timeout
1606e72fca6b19f053ff5cf29c019ae0,1878.52,2102.73,1123.66,818.35,2544.34,2638.39,2407.51,,947.03,906.96,909.55,669.17,1075.46,timeout,timeout,1204.02,1129.06,timeout
163e56345d47e468ee713a63ef2afac8,timeout,timeout,4518.01,timeout,timeout,timeout,timeout,timeout,timeout,2584.16,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
16473d2acfc310d6ed6fc67656c35ade,108.49,272.28,160.78,104.68,timeout,2663.68,48.49,,59.29,100.59,101.89,21.69,55.08,timeout,145.79,62.68,62.99,timeout
16545a249c97d043ce9456c3434dba19,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
16b9e9e007133b818ec1f0868613d534,306.07,392.59,324.80,407.28,833.09,4023.06,4050.82,,1872.11,478.57,350.98,262.68,706.37,timeout,timeout,520.01,559.77,timeout
16d83e40878ebec355597e0edb0e0c72,944.67,874.56,743.26,853.96,1859.98,timeout,timeout,,timeout,810.55,864.96,687.16,891.36,timeout,timeout,919.65,1010.86,timeout
172ecb98a80b859e62612ff192a53729,970.66,1213.32,806.96,1013.02,533.91,587.97,281.68,1041.13,282.18,2570.83,2126.09,3175.14,1489.95,timeout,3945.62,752.97,792.46,timeout
1756f9aaead72843a446521cf005550b,2214.28,timeout,1750.69,2613.52,timeout,timeout,timeout,timeout,timeout,1476.84,1356.85,timeout,timeout,timeout,timeout,timeout,timeout,timeout
179e4af6e1d52c0bd09d375393becb79,393.08,983.75,130.79,161.46,122.88,129.67,97.47,,2228.42,129.89,146.68,1533.14,57.88,timeout,297.87,116.49,68.99,timeout
17b54dc4971c1a5f907b5b9de801c1c6,441.37,438.67,457.77,425.80,411.96,327.47,210.18,892.20,1086.60,516.47,499.55,375.67,1078.78,timeout,722.83,1059.04,1145.83,timeout
17dd86237afcc2cf30271daf13f9627e,2653.53,2794.84,3969.38,3016.32,303.44,93.89,260.68,,58.79,203.78,207.56,232.68,110.58,timeout,201.18,114.57,46.09,timeout
1807c6e3f331457d630248ffbe891fc1,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1852.49,1790.63,3218.36,timeout,timeout,timeout,timeout,timeout,timeout
180e6d8b61fe6bab26126b78591e324e,257.18,926.42,561.06,374.70,timeout,timeout,timeout,,timeout,285.95,261.78,91.79,73.08,timeout,850.54,228.56,153.07,timeout
18a906228752dc1bb4886a7f4605f1d0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
18e746b81f10e1e7ad48c7bf39c61d38,4470.04,timeout,timeout,3970.71,timeout,timeout,timeout,timeout,timeout,4211.71,3848.63,timeout,3954.52,timeout,timeout,timeout,timeout,timeout
18f5c2746e228f8163152768b0f77e56,452.95,842.36,1156.16,934.02,1524.18,265.68,1180.30,10149.50,269.08,1106.26,1156.33,206.28,4288.35,timeout,timeout,904.11,613.35,timeout
191a745164f245117f40a1a2f6942ee4,timeout,timeout,timeout,timeout,timeout,timeout,timeout,4761.11,timeout,720.15,478.66,2163.82,timeout,timeout,timeout,timeout,timeout,timeout
1933096e8f9cd581bd376d252fd2ac7c,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
198cb9cf1635068d175ca5127561998e,3980.78,timeout,1792.50,3616.48,1815.19,835.45,1476.20,1047.22,1489.33,763.26,709.76,1832.30,1016.35,timeout,timeout,1380.41,761.46,timeout
199c6440994723f43344ca124b72b8ba,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
1a0fbcc47ad2d49a624dd90f18579e90,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,994.94,996.96,timeout,timeout,timeout,timeout,timeout,timeout,timeout
1a314a2c6095985bdb6f7a2d987d31fc,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
1a62267c798f13033f7fdb438a3accc9,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
1aa8a801f9c01f07c52e19d7a005233d,1425.41,3245.03,2215.15,1736.58,timeout,timeout,timeout,timeout,timeout,263.37,262.26,timeout,timeout,timeout,timeout,3757.37,timeout,timeout
1b0e2176736b9acdc377f80352ca7b80,timeout,timeout,timeout,timeout,timeout,timeout,timeout,,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
1b14628a6605fc607c6d99d3d783251a,487.47,674.36,2967.09,2488.70,timeout,timeout,timeout,,9.39,390.17,4629.49,417.23,259.38,timeout,timeout,timeout,2516.42,timeout
1bb9fe12b4fb50e98903ee87a51d6472,815.46,699.87,823.87,802.86,1625.19,1649.33,1126.65,2902.42,1868.81,525.26,589.16,1483.43,1184.36,timeout,timeout,968.45,1464.23,timeout
1bd6d0efe90b62bda10a848a794f8f48,timeout,timeout,2036.12,timeout,timeout,timeout,timeout,19268.48,timeout,timeout,timeout,timeout,1396.09,timeout,421.97,4373.57,3162.44,timeout
1be3f4bc59027b1a73b05ccbc7383d9d,967.57,1306.27,1031.21,1677.84,timeout,timeout,2882.86,6033.80,4972.54,289.77,309.87,398.08,1830.09,timeout,timeout,timeout,timeout,timeout
1bf01a50e4f28847abb772ede3f04d6a,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
1bfd21259d5f898fa180ce49431a569f,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
1c154f01ee19f5ce3474c21f314fdf01,56.49,37.29,23.18,83.49,23.79,8.29,14.59,,8.79,33.69,22.88,17.59,36.99,timeout,20.38,317.87,565.35,timeout
1c16e80b233b4e4521d79f3b8d1cb2b7,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
1c1d04b20da61c0bc2328cdca8b8aa3a,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
1c3ead67cae5d59d980d770049594c12,540.47,584.25,2133.29,617.67,timeout,timeout,timeout,timeout,timeout,timeout,89.59,timeout,48.89,timeout,timeout,0.49,0.20,16.00
1c5b4e4164b1a20fd102115d9af754ca,4291.80,timeout,3081.26,timeout,193.68,timeout,timeout,,timeout,184.78,183.26,3808.89,4132.19,timeout,timeout,2648.56,timeout,timeout
1c66af5f699df6f881cf7a19a4d097e7,703.37,553.07,617.47,462.71,640.25,36.99,235.38,460.92,152.66,560.40,554.13,144.88,497.95,timeout,223.08,timeout,1758.10,timeout
1c8198c84a758fa9a7ae52b893f65f34,timeout,timeout,3337.66,timeout,timeout,2788.36,2549.08,983.64,1916.22,781.35,338.38,289.69,3119.81,timeout,831.28,timeout,timeout,timeout
1cf9cfe31dc5ba57ba3552036ed8518b,timeout,1846.03,timeout,timeout,timeout,timeout,timeout,97.48,timeout,3237.54,2100.98,timeout,2397.20,timeout,345.06,2326.13,1688.43,timeout
1d1a4ec3c2519498378412a6566a8495,281.58,200.98,279.18,293.88,165.58,87.18,89.18,223.87,timeout,timeout,3510.86,241.36,476.56,timeout,90.96,1047.59,886.55,timeout
1d9844df75946687f81a4306766e9079,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
1dab525ba285f87bc4600946af40e767,19.99,19.98,15.39,21.79,47.19,9.29,12.99,,7.29,10.38,10.39,15.59,34.89,timeout,16.09,281.75,481.76,timeout
1dc732916b5013a7bf48b958996d304b,399.37,509.36,843.29,468.28,1557.31,829.15,1460.87,,2247.92,228.18,219.98,1162.26,1128.75,timeout,802.42,1233.42,987.16,timeout
1dc9cba4f03e635ab751f96d4779a357,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
1df2f84517a88cfbaea888dd6d97ed9a,4636.88,3878.92,3448.93,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
1e0239578a8ee4956e4779880b0a9300,2728.23,timeout,3724.50,2748.92,timeout,timeout,timeout,timeout,timeout,4053.39,timeout,timeout,945.25,timeout,timeout,2656.76,timeout,timeout
1e2c57dc4a94c663c426e426d619a973,422.77,204.08,533.47,432.27,287.97,233.97,239.59,,151.58,299.37,320.27,1612.25,218.97,timeout,71.29,195.18,405.07,timeout
1e35d939af7897ca53f87757754adec9,3834.46,4228.49,2098.02,4466.80,timeout,timeout,timeout,18332.85,timeout,514.47,570.77,2367.86,2581.52,2285.57,timeout,2914.69,2752.44,timeout
1e58df37877f9bbcf0fbda1eca641132,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
1e77b13861e4c59c9c0fd268d5d8f6ec,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
1e8af331b822f6b7bc1754be9d64499f,3441.74,3524.46,3119.79,3814.29,1576.61,3213.84,1421.91,3116.94,2161.47,3548.28,3331.71,3567.97,1101.24,timeout,timeout,1166.09,1313.72,timeout
1ee8cb9aafca61df962a5eac60ad68bd,15.09,9.19,4.60,49.99,0.59,5.79,10.79,,19.78,3.49,16.69,5.32,96.58,timeout,7.49,24.69,6.39,timeout
5d0383fdad31edb3d1326dd1eef0ed19,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2573.27,timeout,timeout,timeout,timeout,timeout,timeout,timeout
1f3cc76fd31ba2d8bd19be72880d5e3f,timeout,3454.96,timeout,timeout,3263.41,4518.16,3304.23,4130.77,timeout,4224.11,4531.02,timeout,4776.51,timeout,timeout,timeout,timeout,timeout
1f413718bf393d43d31a1e498fc4d123,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
1f934996e3dd517ba0f997d84bf3f685,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
1faa2c4c17f5f9f13aa48dd8220bbbca,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
1fe8d99c396bbc7dc2b8bd95f4ceacbf,25.59,24.29,55.08,30.18,29.79,13.09,37.98,,11.19,5.79,6.19,41.49,22.29,timeout,25.59,400.17,452.57,timeout
2022659f96388494baf939f542ba2c6f,275.47,59.49,203.48,254.91,178.98,207.88,225.08,335.15,29.58,38.58,24.69,174.58,29.89,timeout,timeout,92.18,159.06,timeout
202477759c81f4af5764432ce89d1ac4,25.29,25.59,20.08,29.89,72.59,18.99,9.90,,35.78,65.59,44.39,62.79,34.09,timeout,12.89,1055.00,882.14,timeout
2050e97004fe2b1ddba6bbf55638d7f1,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
20fa17cb83849bb6c0f6e522314a0bc8,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
2106e8946624aaed64d1730ba12dd292,741.45,2093.52,728.38,825.26,974.75,811.55,575.46,,637.26,419.16,373.07,1349.40,399.96,timeout,timeout,719.06,770.85,timeout
2115182958f6cfb5a172a24f989b86dd,2903.00,3373.14,2689.50,3093.41,4594.68,timeout,timeout,1945.19,2723.04,1068.40,968.85,timeout,1919.34,timeout,timeout,2137.66,2418.26,timeout
2177dba2c4f88d65708ef89768603f6a,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
218329a2f77b796806964b56b2a1bfa9,timeout,timeout,timeout,timeout,timeout,timeout,timeout,,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
21a16f532f37b506ba9b59952a40a2b6,1938.83,1857.00,1671.21,2834.45,763.55,timeout,4269.22,10450.08,timeout,559.17,588.86,timeout,540.06,timeout,timeout,616.56,937.03,timeout
21ab1912d0f0f22eaee5eba6bade4dc3,100.09,99.58,112.59,101.08,timeout,65.98,63.18,,63.58,65.49,65.59,90.78,92.67,134.48,63.19,87.58,87.18,39.49
21fc09c6badfc60aaa85cae664023cc6,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
22435b2896b08531cf9d9541e4d4594c,0.00,0.00,0.00,0.00,0.00,0.00,0.69,0.00,0.00,1.19,0.19,0.89,0.59,3.40,0.79,6.69,0.00,0.40
22794a7bf4b1d2dbfcfa17a83afc76a9,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2242.28,2565.57,timeout,timeout,timeout,timeout,timeout,timeout,timeout
22e2a1c55a7cb5f3e8b4bce9e5b5f566,timeout,timeout,timeout,timeout,timeout,timeout,timeout,,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
22ec1b55e332d42d06cc9e42d668cc61,19.79,17.79,120.69,19.08,31.38,13.69,50.69,,31.49,26.19,25.99,40.59,64.39,timeout,27.38,941.45,554.25,timeout
232dc277f5b0b574ac8a750a68b4a2b1,636.07,239.98,602.87,648.16,284.36,265.98,226.58,,370.17,177.38,346.46,2603.72,307.68,timeout,270.55,411.66,326.15,timeout
23bad002bd076e1e2bbbb53e44d5b00d,316.88,319.77,511.87,324.28,timeout,timeout,timeout,timeout,timeout,1302.47,1178.43,timeout,896.45,timeout,timeout,1479.15,1373.93,timeout
23db7e697df91334fb4f257900ef4006,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
23ddc17bdbd97b96fcc0393f51bcfe13,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,3459.55,timeout,timeout,timeout,timeout,timeout,timeout,timeout
23e56e594b6abc326fc0cc4e99214a1c,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
2407dfcb61fdfbb7b29a1623f320c1d5,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
245e9b5cdf197b523d57f35ac2fcb303,1285.18,418.07,1328.12,1137.95,789.14,404.18,382.57,1156.01,1450.65,timeout,timeout,0.00,462.72,731.68,608.76,358.07,410.48,timeout
246cdac16b30dfac3ee55a0af53f97ee,timeout,timeout,timeout,timeout,timeout,timeout,timeout,,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
24ea04bb401629158b0972463c61eed4,timeout,timeout,timeout,timeout,timeout,timeout,timeout,,timeout,timeout,timeout,2751.96,timeout,1204.34,timeout,timeout,2476.17,539.68
25837ab4b6d350ad70022ff74aa7f8d0,2.09,14.79,9.99,13.89,14.59,3.20,1.49,41.24,8.60,11.49,6.90,22.29,8.98,14.39,10.49,32.89,9.19,timeout
25a4e6db8b0e2de591bc508e3d300c10,timeout,timeout,timeout,timeout,timeout,timeout,timeout,12761.62,timeout,2768.16,581.97,timeout,2231.20,timeout,timeout,2728.42,2947.16,timeout
261515b9283d95f5cd5eea2597412e05,13.29,7.19,8.18,12.39,8.69,1.59,0.99,,1.49,5.59,5.28,1.69,3.69,timeout,1.39,7.49,7.59,timeout
267bfe18124ce3e889afb58ef83f95f3,timeout,timeout,timeout,timeout,486.06,timeout,timeout,timeout,656.35,525.77,528.37,timeout,60.58,timeout,timeout,559.58,396.17,timeout
268786234185b8a93051bee4efaad466,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
269e2d8e3238bfa462ec9b9b85511131,105.69,120.28,94.27,241.18,372.36,86.09,42.59,,2242.50,25.79,44.09,75.09,268.68,timeout,221.07,113.38,95.89,timeout
26c7e8af6ee864f3410bcc95524b6eb6,1383.10,timeout,1697.11,4488.98,timeout,timeout,timeout,timeout,timeout,631.56,3647.67,timeout,3135.82,timeout,timeout,2145.48,timeout,timeout
2743cee92e7bf2ec8aafd9ce2a0ea084,755.76,618.66,754.26,808.54,timeout,timeout,timeout,timeout,timeout,793.01,843.55,timeout,621.64,timeout,timeout,2546.78,1940.98,timeout
276fe9730ff09cafd8c59f44c9c61b4d,153.67,338.84,8.09,143.89,1796.80,2377.09,timeout,,42.69,27.59,335.39,1384.63,4.19,timeout,721.47,323.18,114.09,timeout
278ff892ccf6cc1b2ae1ed7161825b13,3197.73,1674.78,1601.90,681.36,522.64,340.67,79.37,,731.66,359.67,530.90,121.38,144.38,timeout,timeout,189.49,201.28,timeout
